,consumer_num,month 1,month 2,month 3,month 4,month 5,month 6
2402,8079,836.0,508.0,486.0,401.0,796.0,427.0
2403,8080,346.0,340.0,680.0,340.0,340.0,340.0
2404,8084,279.0,286.0,598.0,260.0,343.0,277.0
2405,8086,307.0,265.0,238.0,159.0,207.0,300.0
2406,8087,301.0,573.0,672.0,767.0,714.0,258.0
2407,8094,164.0,460.0,599.0,561.0,540.0,517.0
2408,8096,887.0,911.0,443.0,844.0,885.0,926.0
2409,8103,380.0,421.0,414.0,342.0,307.0,323.0
2410,8105,499.0,602.0,749.0,689.0,610.0,348.0
2411,8108,338.0,676.0,307.0,629.0,302.0,580.0
2412,8112,710.0,748.0,440.0,790.0,701.0,678.0
2413,8113,59.0,55.0,47.0,55.0,72.0,78.0
2414,8115,941.0,968.0,1040.0,994.0,898.0,849.0
2415,8120,366.0,384.0,778.0,378.0,832.0,915.0
2416,8126,226.0,2.0,176.0,5.0,6.0,5.0
2417,8129,450.0,543.0,574.0,546.0,492.0,472.0
2418,8130,410.0,653.0,752.0,521.0,441.0,455.0
2419,8136,587.0,738.0,832.0,727.0,627.0,638.0
2420,8137,405.0,478.0,500.0,514.0,328.0,328.0
2421,8141,615.0,705.0,630.0,255.0,245.0,502.0
2422,8142,349.0,297.0,460.0,324.0,331.0,343.0
2423,8143,802.0,788.0,798.0,918.0,1735.0,1627.0
2424,8151,282.0,284.0,350.0,250.0,304.0,253.0
2425,8152,236.0,271.0,498.0,238.0,221.0,226.0
2426,8155,344.0,478.0,457.0,396.0,455.0,407.0
2427,8158,464.0,542.0,300.0,559.0,556.0,537.0
2428,8161,249.0,475.0,750.0,759.0,512.0,479.0
2429,8162,305.0,934.0,418.0,151.0,178.0,206.0
2430,8163,233.0,224.0,244.0,254.0,234.0,187.0
2431,8176,271.0,280.0,305.0,272.0,259.0,288.0
2433,8179,476.0,483.0,532.0,512.0,485.0,481.0
2434,8180,93.0,181.0,241.0,332.0,393.0,284.0
2435,8187,917.0,1019.0,1173.0,462.0,599.0,537.0
2436,8190,616.0,646.0,693.0,880.0,870.0,729.0
2437,8194,355.0,412.0,452.0,417.0,327.0,301.0
2438,8196,591.0,719.0,165.0,601.0,1087.0,1060.0
2439,8207,221.0,296.0,576.0,208.0,223.0,467.0
2440,8209,169.0,191.0,235.0,160.0,315.0,319.0
2441,8210,215.0,223.0,224.0,170.0,185.0,188.0
2443,8216,732.0,980.0,487.0,362.0,385.0,312.0
2445,8221,758.0,781.0,839.0,809.0,833.0,856.0
2446,8225,1.0,91.0,90.0,180.0,90.0,90.0
2447,8232,1862.0,3869.0,4109.0,1275.0,1597.0,3240.0
2448,8233,133.0,176.0,132.0,80.0,128.0,88.0
2449,8235,1127.0,1264.0,1264.0,1264.0,1264.0,1185.0
2450,8238,369.0,480.0,505.0,151.0,308.0,338.0
2451,8240,77.0,64.0,32.0,78.0,69.0,57.0
2452,8244,226.0,235.0,264.0,230.0,238.0,238.0
2453,8250,559.0,653.0,573.0,637.0,539.0,528.0
2454,8254,670.0,1601.0,213.0,213.0,205.0,240.0
2455,8257,345.0,366.0,369.0,332.0,167.0,367.0
2456,8259,669.0,752.0,681.0,219.0,497.0,261.0
2457,8264,449.0,264.0,523.0,523.0,1101.0,1101.0
2458,8266,495.0,55.0,118.0,100.0,77.0,72.0
2459,8267,414.0,563.0,580.0,464.0,507.0,506.0
2460,8269,310.0,233.0,285.0,443.0,258.0,208.0
2461,8271,72.0,116.0,136.0,62.0,35.0,31.0
2462,8272,319.0,205.0,158.0,176.0,140.0,23.0
2463,8273,352.0,393.0,473.0,395.0,351.0,388.0
2464,8278,571.0,282.0,523.0,842.0,244.0,467.0
2465,8281,503.0,219.0,447.0,234.0,434.0,220.0
2466,8282,198.0,238.0,224.0,234.0,265.0,235.0
2467,8285,339.0,511.0,875.0,334.0,356.0,694.0
2469,8291,480.0,518.0,607.0,331.0,432.0,906.0
2470,8292,296.0,230.0,199.0,276.0,236.0,236.0
2471,8293,224.0,205.0,240.0,470.0,442.0,364.0
2472,8295,23.0,51.0,61.0,101.0,143.0,77.0
2473,8303,709.0,629.0,298.0,374.0,291.0,344.0
2474,8308,536.0,589.0,611.0,290.0,629.0,624.0
2475,8311,200.0,188.0,177.0,185.0,171.0,157.0
2476,8312,295.0,408.0,538.0,471.0,421.0,375.0
2477,8313,620.0,641.0,660.0,685.0,668.0,659.0
2478,8318,600.0,600.0,600.0,600.0,600.0,600.0
2479,8320,4284.0,4107.0,3799.0,4384.0,4720.0,4362.0
2480,8326,3.0,7.0,8.0,7.0,7.0,6.0
2481,8336,246.0,233.0,515.0,212.0,173.0,152.0
2482,8339,238.0,477.0,452.0,434.0,249.0,278.0
2483,8343,255.0,352.0,431.0,449.0,461.0,450.0
2484,8345,98.0,88.0,85.0,50.0,14.0,81.0
2485,8348,202.0,180.0,145.0,137.0,62.0,133.0
2486,8351,105.0,318.0,429.0,369.0,358.0,59.0
2487,8352,199.0,307.0,261.0,87.0,103.0,122.0
2488,8353,79.0,81.0,115.0,94.0,97.0,80.0
2489,8355,421.0,428.0,393.0,612.0,422.0,411.0
2490,8361,567.0,653.0,639.0,547.0,600.0,465.0
2491,8365,255.0,500.0,451.0,182.0,395.0,405.0
2492,8368,333.0,450.0,350.0,315.0,386.0,292.0
2494,8376,161.0,209.0,218.0,137.0,145.0,194.0
2495,8384,518.0,596.0,652.0,667.0,671.0,684.0
2496,8387,1432.0,1432.0,1470.0,1457.0,1482.0,1495.0
2497,8389,60.0,30.0,60.0,60.0,30.0,30.0
2498,8390,378.0,393.0,355.0,368.0,423.0,432.0
2499,8394,296.0,807.0,425.0,299.0,305.0,306.0
2500,8397,373.0,387.0,334.0,368.0,392.0,405.0
2501,8406,215.0,100.0,100.0,982.0,398.0,179.0
2502,8409,275.0,253.0,392.0,288.0,578.0,208.0
2503,8410,88.0,120.0,114.0,78.0,78.0,75.0
2504,8417,1051.0,1031.0,1115.0,1119.0,975.0,895.0
2505,8419,494.0,505.0,1054.0,863.0,307.0,605.0
2506,8421,86.0,79.0,28.0,71.0,28.0,28.0
2507,8422,173.0,88.0,88.0,180.0,91.0,87.0
2508,8425,474.0,503.0,482.0,477.0,498.0,654.0
2509,8428,26.0,26.0,26.0,35.0,36.0,36.0
2510,8432,236.0,144.0,154.0,241.0,93.0,89.0
2511,8433,600.0,600.0,300.0,600.0,682.0,740.0
2512,8440,305.0,133.0,279.0,146.0,146.0,292.0
2513,8444,520.0,574.0,436.0,3.0,31.0,3.0
2514,8446,125.0,138.0,190.0,113.0,134.0,111.0
2515,8447,62.0,53.0,28.0,50.0,87.0,55.0
2516,8450,577.0,319.0,686.0,683.0,661.0,662.0
2517,8456,435.0,529.0,517.0,424.0,393.0,404.0
2518,8457,281.0,332.0,593.0,414.0,425.0,456.0
2519,8459,292.0,305.0,628.0,238.0,285.0,280.0
2520,8460,474.0,450.0,600.0,418.0,410.0,762.0
2521,8466,354.0,402.0,373.0,267.0,337.0,330.0
2522,8469,257.0,240.0,325.0,431.0,280.0,180.0
2523,8471,128.0,190.0,236.0,131.0,154.0,160.0
2524,8473,547.0,380.0,699.0,256.0,385.0,683.0
2525,8478,92.0,260.0,243.0,218.0,237.0,280.0
2526,8482,748.0,1057.0,1094.0,853.0,805.0,856.0
2527,8483,196.0,207.0,278.0,189.0,365.0,350.0
2528,8485,2119.0,2499.0,2283.0,2019.0,2072.0,1957.0
2529,8488,238.0,265.0,282.0,263.0,232.0,240.0
2530,8491,364.0,360.0,447.0,441.0,352.0,397.0
2532,8493,335.0,243.0,431.0,326.0,334.0,385.0
2534,8500,408.0,632.0,688.0,494.0,476.0,513.0
2535,8504,153.0,180.0,204.0,134.0,174.0,142.0
2536,8506,553.0,699.0,749.0,583.0,357.0,372.0
2537,8509,66.0,108.0,240.0,428.0,470.0,496.0
2538,8510,396.0,396.0,396.0,417.0,470.0,490.0
2539,8519,288.0,299.0,304.0,304.0,304.0,304.0
2540,8522,174.0,226.0,240.0,199.0,403.0,195.0
2541,8523,239.0,268.0,305.0,246.0,228.0,252.0
2542,8525,694.0,640.0,1333.0,556.0,643.0,515.0
2543,8528,416.0,641.0,447.0,234.0,487.0,243.0
2544,8531,699.0,687.0,625.0,482.0,488.0,631.0
2545,8532,150.0,306.0,356.0,367.0,335.0,330.0
2546,8533,450.0,370.0,442.0,429.0,364.0,371.0
2547,8538,1997.0,1081.0,72.0,592.0,87.0,178.0
2548,8549,206.0,256.0,295.0,76.0,190.0,347.0
2549,8554,761.0,852.0,816.0,960.0,845.0,772.0
2551,8557,392.0,415.0,413.0,344.0,253.0,204.0
2552,8559,207.0,218.0,274.0,200.0,270.0,97.0
2553,8560,545.0,638.0,676.0,606.0,578.0,599.0
2554,8564,516.0,601.0,639.0,549.0,537.0,571.0
2555,8566,692.0,791.0,801.0,721.0,705.0,674.0
2556,8567,478.0,487.0,424.0,445.0,517.0,509.0
2557,8578,221.0,240.0,265.0,217.0,260.0,514.0
2558,8581,309.0,304.0,314.0,300.0,292.0,291.0
2559,8583,200.0,5.0,152.0,148.0,178.0,166.0
2560,8585,171.0,408.0,288.0,261.0,241.0,207.0
2561,8591,336.0,399.0,457.0,402.0,364.0,403.0
2562,8593,786.0,873.0,866.0,810.0,814.0,820.0
2563,8595,305.0,341.0,351.0,891.0,246.0,452.0
2564,8598,271.0,247.0,257.0,249.0,92.0,57.0
2565,8600,176.0,358.0,429.0,394.0,198.0,374.0
2566,8607,40.0,40.0,20.0,20.0,40.0,20.0
2567,8614,160.0,202.0,226.0,154.0,176.0,158.0
2568,8616,240.0,266.0,272.0,237.0,308.0,210.0
2569,8617,392.0,444.0,514.0,490.0,392.0,300.0
2570,8622,451.0,497.0,521.0,344.0,182.0,311.0
2572,8625,41.0,22.0,6.0,5.0,4.0,2.0
2573,8631,445.0,319.0,339.0,570.0,487.0,231.0
2574,8635,252.0,311.0,553.0,174.0,119.0,157.0
2575,8638,320.0,329.0,377.0,343.0,307.0,335.0
2577,8646,602.0,648.0,595.0,534.0,525.0,498.0
2578,8647,178.0,239.0,227.0,176.0,196.0,274.0
2579,8649,573.0,596.0,618.0,481.0,458.0,464.0
2580,8650,8.0,5.0,5.0,5.0,4.0,2.0
2581,8654,648.0,150.0,353.0,46.0,48.0,88.0
2582,8656,284.0,608.0,318.0,657.0,695.0,671.0
2583,8659,545.0,657.0,648.0,577.0,543.0,521.0
2584,8660,890.0,942.0,985.0,960.0,860.0,799.0
2585,8664,259.0,226.0,358.0,169.0,30.0,60.0
2586,8667,226.0,296.0,687.0,219.0,270.0,226.0
2587,8669,286.0,307.0,569.0,275.0,275.0,526.0
2588,8672,789.0,841.0,905.0,925.0,790.0,675.0
2589,8673,604.0,722.0,432.0,809.0,394.0,319.0
2590,8675,398.0,544.0,450.0,400.0,390.0,430.0
2591,8678,100.0,79.0,87.0,81.0,117.0,123.0
2592,8681,738.0,849.0,1032.0,1138.0,1054.0,1030.0
2593,8683,39.0,76.0,41.0,19.0,21.0,36.0
2594,8688,199.0,250.0,200.0,158.0,30.0,31.0
2595,8692,890.0,899.0,874.0,877.0,952.0,918.0
2596,8698,277.0,245.0,263.0,205.0,220.0,189.0
2597,8701,10.0,30.0,19.0,142.0,240.0,233.0
2598,8702,77.0,102.0,114.0,87.0,95.0,82.0
2599,8708,684.0,810.0,846.0,739.0,683.0,369.0
2600,8711,293.0,180.0,369.0,357.0,345.0,155.0
2601,8712,442.0,437.0,423.0,389.0,408.0,473.0
2602,8713,616.0,616.0,616.0,616.0,616.0,616.0
2603,8715,400.0,283.0,328.0,328.0,321.0,265.0
2604,8724,485.0,251.0,294.0,564.0,240.0,453.0
2605,8726,336.0,400.0,249.0,146.0,180.0,349.0
2606,8727,1311.0,1446.0,1572.0,1326.0,1121.0,1230.0
2607,8729,191.0,141.0,152.0,147.0,184.0,161.0
2608,8730,737.0,652.0,633.0,205.0,271.0,443.0
2609,8734,461.0,519.0,497.0,430.0,431.0,441.0
2610,8737,524.0,661.0,763.0,705.0,303.0,543.0
2611,8739,115.0,147.0,128.0,116.0,112.0,99.0
2612,8741,203.0,282.0,201.0,196.0,186.0,150.0
2613,8742,48.0,48.0,48.0,48.0,48.0,24.0
2614,8743,5.0,4.0,4.0,4.0,4.0,4.0
2615,8748,462.0,518.0,623.0,251.0,510.0,552.0
2616,8752,698.0,689.0,557.0,489.0,524.0,484.0
2618,8755,250.0,237.0,265.0,169.0,205.0,400.0
2619,8758,232.0,324.0,263.0,221.0,225.0,23.0
2620,8763,1098.0,1282.0,1135.0,1251.0,947.0,865.0
2621,8765,89.0,94.0,93.0,72.0,62.0,130.0
2622,8770,431.0,475.0,694.0,873.0,423.0,401.0
2623,8774,322.0,350.0,412.0,399.0,353.0,318.0
2624,8776,1034.0,791.0,1169.0,862.0,703.0,775.0
2625,8779,567.0,567.0,589.0,576.0,587.0,605.0
2626,8780,415.0,474.0,544.0,396.0,427.0,298.0
2627,8786,342.0,500.0,508.0,367.0,373.0,368.0
2628,8787,316.0,302.0,517.0,310.0,264.0,264.0
2629,8789,23.0,26.0,50.0,22.0,20.0,24.0
2630,8790,488.0,377.0,166.0,75.0,29.0,123.0
2631,8794,540.0,568.0,540.0,551.0,514.0,510.0
2632,8796,512.0,250.0,494.0,496.0,504.0,198.0
2633,8797,221.0,228.0,280.0,252.0,234.0,184.0
2634,8800,365.0,388.0,363.0,335.0,359.0,352.0
2635,8804,1134.0,1275.0,1400.0,1330.0,1226.0,1032.0
2636,8807,46.0,53.0,78.0,28.0,26.0,40.0
2637,8809,348.0,411.0,320.0,568.0,468.0,435.0
2638,8810,491.0,322.0,392.0,341.0,107.0,88.0
2639,8814,378.0,416.0,396.0,386.0,392.0,350.0
2640,8816,341.0,315.0,263.0,279.0,279.0,328.0
2641,8819,423.0,395.0,340.0,370.0,416.0,363.0
2642,8821,219.0,477.0,548.0,447.0,235.0,457.0
2643,8822,231.0,410.0,397.0,397.0,436.0,436.0
2644,8823,456.0,483.0,244.0,400.0,160.0,303.0
2645,8828,74.0,169.0,212.0,154.0,147.0,131.0
2646,8831,210.0,254.0,471.0,225.0,255.0,223.0
2647,8832,715.0,831.0,880.0,328.0,684.0,794.0
2648,8846,714.0,255.0,338.0,418.0,576.0,718.0
2649,8847,512.0,610.0,711.0,696.0,649.0,616.0
2650,8849,509.0,530.0,555.0,512.0,507.0,506.0
2651,8850,309.0,356.0,404.0,206.0,412.0,412.0
2652,8854,388.0,450.0,460.0,436.0,448.0,449.0
2654,8867,173.0,201.0,266.0,196.0,181.0,167.0
2655,8869,677.0,765.0,814.0,781.0,774.0,734.0
2656,8871,346.0,438.0,452.0,172.0,387.0,429.0
2657,8872,217.0,219.0,195.0,165.0,206.0,279.0
2658,8873,824.0,877.0,483.0,412.0,440.0,400.0
2659,8875,117.0,99.0,112.0,246.0,101.0,86.0
2660,8881,509.0,559.0,709.0,722.0,628.0,604.0
2661,8883,8.0,22.0,72.0,17.0,17.0,36.0
2662,8885,212.0,212.0,212.0,207.0,419.0,212.0
2663,8888,313.0,181.0,356.0,329.0,311.0,351.0
2664,8892,543.0,695.0,665.0,591.0,641.0,711.0
2665,8893,307.0,133.0,170.0,177.0,218.0,423.0
2666,8895,399.0,416.0,424.0,340.0,425.0,334.0
2667,8898,867.0,859.0,856.0,886.0,386.0,749.0
2668,8901,741.0,1718.0,1050.0,570.0,491.0,628.0
2669,8902,354.0,328.0,302.0,339.0,316.0,345.0
2670,8903,219.0,207.0,447.0,275.0,560.0,314.0
2671,8905,583.0,971.0,2787.0,3870.0,3971.0,4447.0
2672,8911,537.0,459.0,480.0,410.0,368.0,311.0
2673,8913,480.0,240.0,240.0,240.0,240.0,240.0
2674,8915,342.0,348.0,409.0,310.0,302.0,307.0
2675,8918,96.0,174.0,213.0,290.0,330.0,386.0
2676,8920,618.0,623.0,359.0,38.0,4.0,6.0
2677,8924,200.0,200.0,224.0,206.0,175.0,173.0
2678,8926,92.0,101.0,26.0,51.0,43.0,98.0
2679,8927,171.0,211.0,300.0,291.0,279.0,246.0
2680,8934,293.0,376.0,425.0,299.0,395.0,351.0
2681,8936,115.0,229.0,225.0,170.0,280.0,133.0
2682,8939,542.0,345.0,657.0,617.0,654.0,243.0
2683,8941,758.0,793.0,784.0,699.0,587.0,538.0
2684,8942,427.0,435.0,166.0,367.0,235.0,211.0
2685,8945,226.0,293.0,282.0,162.0,194.0,176.0
2686,8952,763.0,1094.0,1406.0,476.0,415.0,425.0
2687,8953,1180.0,719.0,231.0,213.0,491.0,1069.0
2688,8963,211.0,450.0,494.0,466.0,222.0,247.0
2689,8965,91.0,112.0,92.0,79.0,82.0,139.0
2690,8968,617.0,286.0,478.0,508.0,632.0,316.0
2691,8974,264.0,317.0,136.0,259.0,253.0,258.0
2692,8979,40.0,47.0,19.0,33.0,70.0,76.0
2693,8980,420.0,520.0,533.0,438.0,447.0,466.0
2694,8986,166.0,377.0,170.0,336.0,380.0,380.0
2695,8989,137.0,267.0,253.0,255.0,269.0,248.0
2696,8990,470.0,515.0,634.0,301.0,258.0,515.0
2697,8996,380.0,380.0,357.0,336.0,323.0,343.0
2698,8997,40.0,84.0,40.0,43.0,50.0,44.0
2699,9000,170.0,268.0,301.0,184.0,231.0,193.0
2700,9006,471.0,565.0,281.0,568.0,615.0,622.0
2701,9007,256.0,334.0,465.0,423.0,366.0,372.0
2702,9009,399.0,354.0,310.0,374.0,358.0,669.0
2703,9010,304.0,286.0,201.0,370.0,362.0,357.0
2704,9016,318.0,279.0,607.0,269.0,368.0,189.0
2705,9017,80.0,73.0,73.0,76.0,70.0,71.0
2706,9023,357.0,583.0,359.0,173.0,160.0,143.0
2707,9025,664.0,825.0,942.0,820.0,763.0,789.0
2708,9028,633.0,237.0,377.0,283.0,210.0,227.0
2709,9032,487.0,245.0,141.0,408.0,374.0,106.0
2710,9033,448.0,701.0,760.0,411.0,380.0,486.0
2711,9038,429.0,502.0,585.0,589.0,612.0,603.0
2712,9040,422.0,927.0,538.0,460.0,920.0,460.0
2713,9044,711.0,791.0,1060.0,1034.0,768.0,674.0
2714,9046,318.0,629.0,416.0,282.0,240.0,391.0
2715,9049,3.0,34.0,68.0,42.0,56.0,46.0
2716,9050,492.0,1066.0,1040.0,919.0,928.0,950.0
2717,9054,389.0,408.0,396.0,386.0,397.0,349.0
2720,9066,590.0,575.0,598.0,516.0,388.0,425.0
2721,9067,336.0,378.0,221.0,50.0,42.0,348.0
2722,9071,1563.0,1585.0,1611.0,1994.0,2327.0,1882.0
2723,9073,111.0,113.0,140.0,143.0,121.0,112.0
2724,9081,28.0,30.0,16.0,39.0,60.0,40.0
2725,9088,42.0,49.0,9.0,8.0,17.0,37.0
2726,9091,240.0,474.0,449.0,461.0,451.0,222.0
2728,9093,30.0,55.0,277.0,535.0,257.0,308.0
2729,9095,403.0,438.0,442.0,440.0,413.0,440.0
2730,9100,751.0,236.0,495.0,459.0,424.0,437.0
2731,9104,52.0,26.0,52.0,52.0,52.0,52.0
2732,9109,942.0,539.0,1186.0,1191.0,1041.0,496.0
2733,9110,367.0,392.0,431.0,449.0,458.0,422.0
2734,9116,112.0,109.0,170.0,317.0,379.0,305.0
2735,9119,99.0,106.0,58.0,111.0,59.0,111.0
2736,9128,258.0,251.0,284.0,282.0,277.0,259.0
2737,9131,48.0,40.0,29.0,49.0,27.0,52.0
2738,9132,267.0,295.0,329.0,258.0,302.0,263.0
2739,9135,549.0,562.0,624.0,684.0,688.0,572.0
2740,9138,478.0,1138.0,560.0,937.0,423.0,480.0
2741,9144,423.0,944.0,1002.0,808.0,854.0,894.0
2742,9146,96.0,174.0,160.0,101.0,81.0,87.0
2743,9147,251.0,244.0,244.0,488.0,244.0,488.0
2744,9150,646.0,381.0,792.0,767.0,736.0,747.0
2745,9154,54.0,100.0,97.0,101.0,95.0,50.0
2746,9156,545.0,567.0,625.0,621.0,262.0,495.0
2747,9157,132.0,151.0,155.0,150.0,193.0,238.0
2748,9160,493.0,524.0,524.0,524.0,524.0,524.0
2749,9167,792.0,950.0,1011.0,950.0,892.0,817.0
2750,9171,378.0,375.0,420.0,398.0,374.0,355.0
2751,9173,220.0,231.0,202.0,404.0,202.0,404.0
2752,9175,175.0,256.0,175.0,181.0,195.0,192.0
2753,9181,385.0,264.0,531.0,532.0,521.0,508.0
2754,9183,37.0,13.0,13.0,150.0,144.0,123.0
2755,9185,651.0,647.0,324.0,754.0,359.0,54.0
2756,9188,16.0,18.0,39.0,13.0,17.0,16.0
2757,9192,377.0,447.0,463.0,376.0,377.0,421.0
2758,9193,822.0,818.0,753.0,697.0,721.0,753.0
2759,9198,153.0,186.0,262.0,176.0,197.0,176.0
2760,9201,240.0,402.0,370.0,430.0,420.0,345.0
2761,9202,396.0,404.0,425.0,511.0,508.0,374.0
2762,9203,318.0,356.0,348.0,333.0,364.0,174.0
2764,9211,418.0,491.0,477.0,45.0,45.0,507.0
2765,9212,296.0,279.0,150.0,154.0,151.0,7.0
2766,9215,225.0,218.0,193.0,325.0,278.0,246.0
2767,9218,243.0,316.0,308.0,284.0,285.0,246.0
2768,9220,300.0,663.0,400.0,300.0,300.0,900.0
2770,9227,430.0,461.0,500.0,499.0,458.0,449.0
2771,9230,422.0,372.0,440.0,378.0,392.0,278.0
2772,9234,712.0,358.0,793.0,850.0,839.0,820.0
2773,9236,213.0,271.0,221.0,230.0,253.0,191.0
2774,9239,4.0,15.0,14.0,34.0,250.0,428.0
2775,9243,175.0,246.0,246.0,248.0,277.0,296.0
2776,9245,433.0,371.0,378.0,398.0,395.0,436.0
2777,9251,260.0,283.0,286.0,273.0,257.0,257.0
2778,9253,185.0,219.0,229.0,182.0,212.0,197.0
2779,9255,757.0,755.0,628.0,461.0,559.0,748.0
2780,9258,471.0,523.0,1059.0,976.0,977.0,1011.0
2781,9261,239.0,266.0,522.0,244.0,231.0,207.0
2782,9262,377.0,476.0,488.0,398.0,366.0,388.0
2783,9263,535.0,581.0,580.0,465.0,491.0,454.0
2784,9265,33.0,36.0,40.0,50.0,90.0,255.0
2785,9270,149.0,147.0,127.0,137.0,142.0,136.0
2786,9276,631.0,1409.0,641.0,1194.0,1112.0,1047.0
2787,9277,187.0,390.0,359.0,297.0,297.0,285.0
2788,9279,332.0,410.0,440.0,428.0,408.0,402.0
2789,9280,567.0,646.0,630.0,555.0,651.0,734.0
2790,9286,37.0,31.0,41.0,26.0,26.0,26.0
2792,9294,233.0,348.0,330.0,197.0,222.0,195.0
2793,9296,239.0,221.0,379.0,92.0,220.0,278.0
2795,9300,420.0,246.0,311.0,552.0,254.0,511.0
2796,9304,612.0,578.0,512.0,462.0,392.0,410.0
2797,9310,169.0,126.0,105.0,57.0,12.0,87.0
2798,9316,100.0,97.0,100.0,157.0,240.0,300.0
2799,9317,727.0,710.0,789.0,855.0,824.0,710.0
2800,9319,779.0,780.0,780.0,780.0,780.0,780.0
2801,9322,171.0,214.0,257.0,189.0,208.0,169.0
2802,9323,437.0,546.0,576.0,495.0,481.0,555.0
2803,9325,87.0,121.0,44.0,44.0,52.0,70.0
2804,9328,5.0,26.0,43.0,36.0,22.0,27.0
2805,9331,168.0,164.0,138.0,135.0,160.0,153.0
2807,9338,1097.0,1167.0,1199.0,1085.0,204.0,222.0
2808,9340,2.0,3.0,4.0,4.0,4.0,4.0
2809,9344,624.0,393.0,852.0,938.0,441.0,937.0
2810,9347,297.0,584.0,415.0,50.0,717.0,313.0
2811,9349,293.0,984.0,566.0,269.0,269.0,267.0
2812,9354,624.0,1016.0,828.0,787.0,607.0,353.0
2813,9356,381.0,359.0,362.0,347.0,349.0,617.0
2814,9357,358.0,378.0,388.0,388.0,381.0,381.0
2815,9359,621.0,437.0,199.0,221.0,272.0,258.0
2816,9364,183.0,160.0,337.0,209.0,392.0,359.0
2818,9367,481.0,144.0,413.0,579.0,387.0,523.0
2819,9371,335.0,129.0,196.0,343.0,208.0,404.0
2820,9372,327.0,347.0,364.0,374.0,392.0,376.0
2821,9375,497.0,1224.0,662.0,477.0,586.0,1039.0
2822,9381,385.0,417.0,544.0,611.0,228.0,239.0
2823,9382,467.0,347.0,255.0,253.0,272.0,227.0
2824,9383,381.0,407.0,364.0,434.0,460.0,401.0
2825,9385,562.0,334.0,334.0,668.0,334.0,334.0
2826,9393,107.0,121.0,338.0,222.0,213.0,190.0
2827,9395,370.0,486.0,488.0,802.0,662.0,642.0
2828,9398,565.0,573.0,669.0,667.0,714.0,659.0
2829,9401,281.0,316.0,364.0,408.0,415.0,406.0
2830,9402,168.0,187.0,369.0,169.0,352.0,188.0
2831,9411,321.0,349.0,335.0,331.0,381.0,317.0
2832,9415,38.0,35.0,63.0,30.0,33.0,70.0
2833,9418,200.0,163.0,251.0,214.0,160.0,140.0
2834,9420,310.0,278.0,391.0,116.0,332.0,295.0
2835,9424,267.0,347.0,497.0,289.0,320.0,321.0
2836,9426,526.0,724.0,746.0,921.0,955.0,678.0
2837,9427,764.0,814.0,822.0,718.0,648.0,680.0
2838,9434,441.0,437.0,1126.0,590.0,597.0,1238.0
2839,9441,390.0,379.0,259.0,211.0,120.0,236.0
2840,9442,1065.0,638.0,178.0,9.0,234.0,356.0
2841,9445,28.0,101.0,283.0,503.0,368.0,179.0
2842,9448,466.0,431.0,421.0,454.0,423.0,382.0
2843,9451,83.0,81.0,74.0,72.0,70.0,71.0
2844,9452,224.0,247.0,286.0,257.0,238.0,248.0
2845,9453,762.0,681.0,387.0,387.0,386.0,386.0
2847,9462,311.0,437.0,348.0,111.0,85.0,237.0
2848,9477,215.0,166.0,192.0,237.0,251.0,206.0
2849,9479,383.0,281.0,398.0,556.0,461.0,485.0
2850,9484,930.0,969.0,925.0,818.0,692.0,671.0
2851,9486,287.0,384.0,384.0,384.0,192.0,384.0
2852,9489,2398.0,2636.0,2230.0,3201.0,2982.0,2960.0
2853,9490,376.0,28.0,98.0,272.0,614.0,665.0
2854,9497,14.0,16.0,16.0,17.0,14.0,21.0
2855,9499,330.0,390.0,336.0,427.0,356.0,350.0
2856,9502,407.0,210.0,395.0,110.0,182.0,209.0
2857,9505,437.0,495.0,606.0,569.0,460.0,459.0
2858,9508,979.0,1092.0,1241.0,1056.0,510.0,96.0
2859,9512,488.0,240.0,321.0,207.0,213.0,229.0
2860,9518,107.0,177.0,139.0,222.0,119.0,125.0
2861,9520,494.0,670.0,483.0,445.0,471.0,369.0
2862,9524,550.0,687.0,722.0,570.0,572.0,550.0
2863,9526,265.0,276.0,225.0,172.0,160.0,151.0
2864,9529,290.0,270.0,284.0,250.0,279.0,228.0
2865,9530,97.0,217.0,246.0,221.0,209.0,100.0
2866,9537,237.0,20.0,104.0,18.0,2.0,2.0
2867,9539,370.0,430.0,439.0,390.0,483.0,423.0
2868,9541,72.0,72.0,72.0,72.0,72.0,72.0
2869,9545,412.0,427.0,453.0,411.0,396.0,335.0
2870,9548,1168.0,627.0,813.0,491.0,1022.0,583.0
2872,9553,218.0,474.0,387.0,257.0,294.0,357.0
2873,9555,343.0,685.0,410.0,288.0,310.0,669.0
2874,9562,367.0,348.0,395.0,326.0,365.0,279.0
2875,9568,367.0,496.0,428.0,342.0,415.0,451.0
2876,9570,420.0,469.0,466.0,369.0,340.0,393.0
2877,9574,468.0,468.0,468.0,468.0,468.0,468.0
2878,9576,84.0,83.0,98.0,310.0,362.0,102.0
2879,9577,263.0,318.0,778.0,295.0,635.0,638.0
2880,9584,742.0,1083.0,523.0,273.0,383.0,634.0
2881,9586,73.0,67.0,72.0,144.0,72.0,72.0
2882,9587,191.0,208.0,188.0,178.0,218.0,305.0
2883,9589,1140.0,901.0,346.0,26.0,9.0,10.0
2884,9590,274.0,255.0,253.0,271.0,301.0,317.0
2885,9594,365.0,400.0,38.0,151.0,382.0,382.0
