consumer_num,connected_load(W),billed_units,bill_month
2043,150,282,201608
2043,150,358,201610
2043,150,594,201612
2055,150,337,201602
2055,150,347,201604
2055,150,269,201606
2055,150,239,201608
2055,150,250,201610
2055,150,124,201612
2076,150,478,201602
2076,150,493,201604
2076,150,598,201606
2076,150,0,201607
2076,150,617,201608
2076,150,612,201610
2076,150,356,201612
2087,150,19,201602
2087,150,10,201604
2087,150,14,201606
2087,150,24,201608
2087,150,14,201610
2087,150,9,201612
2094,150,175,201602
2094,150,213,201604
2094,150,178,201606
2094,150,195,201608
2094,150,172,201610
2094,150,177,201612
2105,150,278,201602
2105,150,268,201604
2105,150,298,201606
2105,150,339,201608
2105,150,345,201610
2105,150,0,201611
2105,150,340,201612
2113,4250,306,201602
2113,4250,305,201604
2113,4250,825,201606
2113,4250,494,201608
2113,4250,306,201610
2113,4250,313,201612
2126,150,567,201602
2126,150,590,201604
2126,150,587,201606
2126,150,263,201608
2126,150,560,201610
2126,150,574,201612
2137,150,865,201602
2137,150,513,201604
2137,150,633,201606
2137,150,1003,201608
2137,150,746,201610
2137,150,419,201612
2141,10260,2645,201602
2141,10260,2303,201604
2141,10260,2663,201606
2141,10260,2369,201608
2141,10260,1297,201610
2141,10260,1590,201612
2152,150,733,201602
2152,150,821,201604
2152,150,916,201606
2152,150,819,201608
2152,150,745,201610
2152,150,750,201612
2168,150,149,201602
2168,150,146,201604
2168,150,213,201606
2168,150,155,201608
2168,150,152,201610
2168,150,145,201612
2174,150,893,201602
2174,150,886,201604
2174,150,974,201606
2174,150,1007,201608
2174,150,1001,201610
2174,150,1012,201612
2190,150,299,201602
2190,150,306,201604
2190,150,330,201606
2190,150,296,201608
2190,150,291,201610
2190,150,404,201612
2206,2250,0,201601
2206,2250,17,201602
2206,2250,0,201603
2206,2250,1,201604
2206,2250,0,201605
2206,2250,3,201606
2206,2250,0,201608
2206,2250,2,201610
2206,2250,55,201612
2217,8990,568,201601
2217,8990,658,201603
2217,8990,1142,201605
2217,8990,0,201606
2217,8990,897,201607
2217,8990,755,201609
2217,8990,705,201611
2225,150,420,201602
2225,150,494,201604
2225,150,560,201606
2225,150,0,201607
2225,150,502,201608
2225,150,501,201610
2225,150,0,201611
2225,150,527,201612
2233,4073,858,201602
2233,4073,527,201604
2233,4073,521,201606
2233,4073,320,201608
2233,4073,449,201610
2233,4073,402,201612
2240,150,0,201601
2240,150,250,201602
2240,150,288,201604
2240,150,322,201606
2240,150,302,201608
2240,150,186,201610
2240,150,172,201612
2259,150,279,201602
2259,150,127,201604
2259,150,177,201606
2259,150,136,201608
2259,150,360,201610
2259,150,367,201612
2264,1000,0,201604
2278,150,188,201602
2278,150,217,201604
2278,150,189,201606
2278,150,185,201608
2278,150,191,201610
2278,150,0,201611
2278,150,83,201612
2282,2000,0,201601
2282,2000,458,201602
2282,2000,0,201603
2282,2000,507,201604
2282,2000,0,201605
2282,2000,485,201606
2282,2000,0,201607
2282,2000,507,201608
2282,2000,0,201609
2282,2000,520,201610
2282,2000,0,201611
2282,2000,420,201612
2291,8700,0,201601
2291,8700,1124,201602
2291,8700,1124,201604
2291,8700,0,201605
2291,8700,1124,201606
2291,8700,1124,201608
2291,8700,1124,201610
2291,8700,1124,201612
2303,150,379,201602
2303,150,352,201604
2303,150,192,201606
2303,150,153,201608
2303,150,143,201610
2303,150,137,201612
2318,1000,152,201601
2318,1000,141,201603
2318,1000,139,201605
2318,1000,0,201606
2318,1000,64,201607
2318,1000,170,201609
2318,1000,149,201611
2345,3095,200,201602
2345,3095,244,201604
2345,3095,271,201606
2345,3095,209,201608
2345,3095,221,201610
2345,3095,215,201612
2362,150,340,201602
2362,150,300,201604
2362,150,267,201606
2362,150,145,201608
2362,150,238,201610
2362,150,238,201612
2377,1000,70,201601
2377,1000,83,201603
2377,1000,119,201605
2377,1000,0,201606
2377,1000,112,201607
2377,1000,99,201609
2377,1000,138,201611
2404,1000,0,201601
2404,1000,0,201603
2404,1000,0,201605
2404,1000,0,201606
2404,1000,0,201607
2404,1000,0,201609
2404,1000,0,201611
2419,4366,20,201512
2419,4366,20,201602
2419,4366,20,201604
2419,4366,20,201606
2419,4366,20,201608
2419,4366,20,201610
2419,4366,20,201612
2422,150,420,201602
2422,150,460,201604
2422,150,384,201606
2422,150,280,201608
2422,150,325,201610
2422,150,325,201612
2431,150,0,201601
2431,150,455,201602
2431,150,472,201604
2431,150,843,201606
2431,150,0,201607
2431,150,602,201608
2431,150,268,201610
2431,150,0,201611
2431,150,413,201612
2447,9296,183,201602
2447,9296,268,201604
2447,9296,271,201606
2447,9296,256,201608
2447,9296,247,201610
2447,9296,216,201612
2456,1000,399,201602
2456,1000,3437,201604
2456,1000,370,201606
2456,1000,366,201608
2456,1000,414,201610
2456,1000,558,201612
2460,4000,449,201602
2460,4000,770,201604
2460,4000,638,201606
2460,4000,583,201608
2460,4000,601,201610
2460,4000,0,201611
2460,4000,514,201612
2475,2000,0,201603
2483,150,166,201602
2483,150,353,201604
2483,150,378,201606
2483,150,156,201608
2483,150,349,201610
2483,150,354,201612
2500,4490,739,201602
2500,4490,653,201604
2500,4490,988,201606
2500,4490,635,201608
2500,4490,705,201610
2500,4490,688,201612
2516,150,475,201602
2516,150,617,201604
2516,150,0,201605
2516,150,749,201606
2516,150,0,201607
2516,150,673,201608
2516,150,0,201609
2516,150,598,201610
2516,150,400,201612
2523,150,309,201602
2523,150,193,201604
2523,150,149,201606
2523,150,140,201608
2523,150,306,201610
2523,150,260,201612
2538,150,166,201602
2538,150,199,201604
2538,150,243,201606
2538,150,196,201608
2538,150,196,201610
2538,150,202,201612
2549,150,0,201601
2549,150,702,201602
2549,150,394,201604
2549,150,105,201606
2549,150,0,201608
2549,150,0,201610
2549,150,211,201612
2607,1165,524,201602
2607,1165,247,201604
2607,1165,521,201606
2607,1165,467,201608
2607,1165,439,201610
2607,1165,0,201611
2607,1165,493,201612
2621,150,0,201601
2621,150,452,201602
2621,150,499,201604
2621,150,0,201605
2621,150,515,201606
2621,150,495,201608
2621,150,477,201610
2621,150,529,201612
2646,150,1333,201602
2646,150,1914,201604
2646,150,1067,201606
2646,150,1032,201608
2646,150,865,201610
2646,150,628,201612
2673,600,214,201601
2673,600,233,201603
2673,600,263,201605
2673,600,0,201606
2673,600,215,201607
2673,600,400,201609
2673,600,375,201611
2688,1000,319,201601
2688,1000,338,201603
2688,1000,328,201605
2688,1000,0,201606
2688,1000,318,201607
2688,1000,255,201609
2688,1000,203,201611
2692,150,344,201602
2692,150,387,201604
2692,150,308,201606
2692,150,329,201608
2692,150,388,201610
2692,150,0,201611
2692,150,602,201612
2724,600,510,201602
2724,600,602,201604
2724,600,0,201605
2724,600,606,201606
2724,600,480,201608
2724,600,0,201609
2724,600,540,201610
2724,600,638,201612
2748,400,52,201602
2748,400,157,201604
2748,400,156,201606
2748,400,315,201608
2748,400,249,201610
2748,400,288,201612
2753,7358,525,201602
2753,7358,410,201604
2753,7358,567,201606
2753,7358,462,201608
2753,7358,315,201610
2753,7358,475,201612
2765,150,205,201602
2765,150,238,201604
2765,150,246,201606
2765,150,239,201608
2765,150,291,201610
2765,150,231,201612
2770,150,886,201602
2770,150,1124,201604
2770,150,1263,201606
2770,150,1102,201608
2770,150,0,201609
2770,150,1185,201610
2770,150,1102,201612
2786,150,309,201601
2786,150,384,201603
2786,150,1226,201605
2786,150,0,201606
2786,150,1387,201607
2786,150,1112,201609
2786,150,1255,201611
2797,600,72,201601
2797,600,101,201603
2797,600,138,201605
2797,600,0,201606
2797,600,124,201607
2797,600,0,201608
2797,600,86,201609
2797,600,103,201611
2809,150,95,201602
2809,150,177,201604
2809,150,0,201605
2809,150,153,201606
2809,150,80,201608
2809,150,9,201610
2809,150,84,201612
2828,3303,244,201602
2828,3303,244,201604
2828,3303,244,201606
2828,3303,244,201608
2828,3303,577,201610
2828,3303,267,201612
2832,1000,357,201601
2832,1000,374,201603
2832,1000,373,201605
2832,1000,0,201606
2832,1000,288,201607
2832,1000,189,201609
2832,1000,0,201610
2832,1000,182,201611
2844,150,298,201602
2844,150,333,201604
2844,150,311,201606
2844,150,0,201607
2844,150,313,201608
2844,150,0,201609
2844,150,347,201610
2844,150,0,201611
2844,150,355,201612
2857,300,0,201601
2857,300,550,201602
2857,300,0,201603
2857,300,590,201604
2857,300,531,201606
2857,300,0,201607
2857,300,442,201608
2857,300,495,201610
2857,300,0,201611
2857,300,471,201612
2866,1000,890,201601
2866,1000,863,201603
2866,1000,796,201605
2866,1000,0,201606
2866,1000,820,201607
2866,1000,824,201609
2866,1000,751,201611
2885,460,35,201602
2885,460,35,201604
2885,460,28,201606
2885,460,24,201608
2885,460,26,201610
2885,460,29,201612
2893,1000,0,201601
2893,1000,165,201602
2893,1000,160,201604
2893,1000,51,201606
2893,1000,48,201608
2893,1000,104,201610
2893,1000,206,201612
2901,300,105,201602
2901,300,91,201604
2901,300,88,201606
2901,300,73,201608
2901,300,72,201610
2901,300,51,201612
2915,150,704,201602
2915,150,745,201604
2915,150,713,201606
2915,150,581,201608
2915,150,474,201610
2915,150,0,201611
2915,150,413,201612
2927,600,488,201602
2927,600,282,201604
2927,600,0,201605
2927,600,522,201606
2927,600,536,201608
2927,600,620,201610
2927,600,724,201612
2942,350,573,201602
2942,350,649,201604
2942,350,0,201605
2942,350,672,201606
2942,350,592,201608
2942,350,517,201610
2942,350,0,201611
2942,350,522,201612
2958,800,269,201602
2958,800,357,201604
2958,800,127,201606
2958,800,162,201608
2958,800,324,201610
2958,800,162,201612
2963,300,0,201602
2963,300,90,201604
2963,300,0,201605
2963,300,70,201606
2963,300,168,201608
2963,300,98,201610
2963,300,0,201611
2963,300,239,201612
2979,18000,1934,201601
2979,18000,119,201602
2979,18000,2119,201603
2979,18000,0,201604
2979,18000,976,201605
2979,18000,1952,201606
2979,18000,2928,201607
2979,18000,813,201608
2979,18000,2509,201609
2979,18000,671,201610
2979,18000,1724,201611
2979,18000,1709,201612
2980,1000,372,201602
2980,1000,230,201604
2980,1000,475,201606
2980,1000,205,201608
2980,1000,276,201610
2980,1000,524,201612
3004,600,328,201602
3004,600,388,201604
3004,600,324,201606
3004,600,202,201608
3004,600,260,201610
3004,600,187,201612
3019,500,212,201602
3019,500,260,201604
3019,500,247,201606
3019,500,206,201608
3019,500,241,201610
3019,500,218,201612
3022,150,157,201601
3022,150,173,201603
3022,150,321,201605
3022,150,0,201606
3022,150,175,201607
3022,150,123,201609
3022,150,254,201611
3031,150,881,201602
3031,150,924,201604
3031,150,0,201605
3031,150,859,201606
3031,150,398,201608
3031,150,795,201610
3031,150,767,201612
3047,150,0,201602
3047,150,0,201604
3047,150,0,201606
3047,150,0,201608
3047,150,699,201610
3047,150,0,201611
3047,150,699,201612
3060,1000,12,201602
3060,1000,31,201604
3060,1000,31,201606
3060,1000,21,201608
3060,1000,19,201610
3060,1000,22,201612
3075,150,646,201602
3075,150,699,201604
3075,150,508,201606
3075,150,0,201607
3075,150,559,201608
3075,150,919,201610
3075,150,721,201612
3098,150,2,201602
3098,150,2,201604
3098,150,26,201606
3098,150,24,201608
3098,150,24,201610
3098,150,74,201612
3125,150,278,201602
3125,150,276,201604
3125,150,0,201605
3125,150,343,201606
3125,150,314,201608
3125,150,285,201610
3125,150,553,201612
3133,150,0,201602
3133,150,0,201604
3133,150,0,201606
3133,150,0,201607
3133,150,0,201608
3133,150,0,201610
3133,150,0,201612
3140,150,583,201602
3140,150,0,201603
3140,150,631,201604
3140,150,0,201605
3140,150,785,201606
3140,150,0,201607
3140,150,355,201608
3140,150,0,201609
3140,150,737,201610
3140,150,431,201612
3159,1000,0,201601
3159,1000,673,201602
3159,1000,720,201604
3159,1000,786,201606
3159,1000,804,201608
3159,1000,999,201610
3159,1000,1116,201612
3164,150,0,201601
3164,150,499,201602
3164,150,488,201604
3164,150,0,201605
3164,150,500,201606
3164,150,0,201607
3164,150,546,201608
3164,150,0,201609
3164,150,534,201610
3164,150,502,201612
3178,150,679,201602
3178,150,694,201604
3178,150,785,201606
3178,150,0,201607
3178,150,843,201608
3178,150,781,201610
3178,150,0,201611
3178,150,734,201612
3182,150,421,201602
3182,150,484,201604
3182,150,496,201606
3182,150,438,201608
3182,150,393,201610
3182,150,395,201612
3191,2893,0,201601
3191,2893,579,201602
3191,2893,1008,201604
3191,2893,0,201605
3191,2893,1129,201606
3191,2893,862,201608
3191,2893,0,201609
3191,2893,720,201610
3191,2893,595,201612
3205,1000,579,201602
3205,1000,0,201603
3205,1000,564,201604
3205,1000,575,201606
3205,1000,333,201608
3205,1000,0,201609
3205,1000,671,201610
3205,1000,0,201611
3205,1000,627,201612
3213,150,470,201602
3213,150,0,201603
3213,150,560,201604
3213,150,0,201605
3213,150,626,201606
3213,150,592,201608
3213,150,550,201610
3213,150,0,201611
3213,150,528,201612
3226,150,228,201602
3226,150,463,201604
3226,150,0,201605
3226,150,483,201606
3226,150,457,201608
3226,150,474,201610
3226,150,528,201612
3241,150,401,201602
3241,150,0,201603
3241,150,330,201604
3241,150,86,201606
3241,150,86,201608
3241,150,126,201610
3241,150,0,201611
3241,150,463,201612
3289,150,0,201602
3289,150,1,201604
3289,150,1,201606
3289,150,3,201608
3289,150,13,201610
3289,150,12,201612
3290,150,0,201607
3307,4000,903,201602
3307,4000,0,201603
3307,4000,1061,201604
3307,4000,0,201605
3307,4000,1072,201606
3307,4000,377,201608
3307,4000,783,201610
3307,4000,0,201611
3307,4000,804,201612
3314,3000,664,201602
3314,3000,661,201604
3314,3000,0,201605
3314,3000,589,201606
3314,3000,515,201608
3314,3000,500,201610
3314,3000,527,201612
3321,150,314,201602
3321,150,353,201604
3321,150,288,201606
3321,150,342,201608
3321,150,340,201610
3321,150,351,201612
3335,1000,136,201602
3335,1000,136,201604
3335,1000,0,201605
3335,1000,136,201606
3335,1000,136,201608
3335,1000,136,201610
3335,1000,136,201612
3346,3820,0,201601
3346,3820,5616,201602
3346,3820,0,201603
3346,3820,5682,201604
3346,3820,6138,201606
3346,3820,0,201607
3346,3820,5465,201608
3346,3820,0,201609
3346,3820,5675,201610
3346,3820,0,201611
3346,3820,1249,201612
3350,4000,336,201602
3350,4000,397,201604
3350,4000,0,201605
3350,4000,402,201606
3350,4000,336,201608
3350,4000,361,201610
3350,4000,372,201612
3369,150,509,201602
3369,150,454,201604
3369,150,964,201606
3369,150,925,201608
3369,150,854,201610
3369,150,881,201612
3373,2000,292,201602
3373,2000,196,201604
3373,2000,0,201605
3373,2000,213,201606
3373,2000,138,201608
3373,2000,113,201610
3373,2000,88,201612
3388,150,1015,201601
3388,150,0,201602
3388,150,1196,201603
3388,150,1261,201605
3388,150,0,201606
3388,150,1059,201607
3388,150,805,201609
3388,150,847,201611
3392,150,1100,201602
3392,150,0,201603
3392,150,1063,201604
3392,150,1045,201606
3392,150,612,201608
3392,150,1145,201610
3392,150,419,201612
3408,150,260,201602
3408,150,0,201603
3408,150,506,201604
3408,150,324,201606
3408,150,226,201608
3408,150,276,201610
3408,150,262,201612
3412,150,210,201602
3412,150,235,201604
3412,150,219,201606
3412,150,0,201607
3412,150,396,201608
3412,150,0,201609
3412,150,368,201610
3412,150,0,201611
3412,150,371,201612
3429,18185,2234,201601
3429,18185,4097,201602
3429,18185,1799,201603
3429,18185,2201,201604
3429,18185,3019,201605
3429,18185,2054,201606
3429,18185,1859,201607
3429,18185,3946,201608
3429,18185,2329,201609
3429,18185,1903,201610
3429,18185,3547,201611
3429,18185,1681,201612
3430,150,448,201602
3430,150,4,201604
3430,150,0,201605
3430,150,3,201606
3430,150,2,201608
3430,150,0,201610
3430,150,2,201612
3443,150,0,201601
3443,150,749,201602
3443,150,0,201603
3443,150,1229,201604
3443,150,1164,201606
3443,150,0,201607
3443,150,705,201608
3443,150,0,201609
3443,150,733,201610
3443,150,719,201612
3455,8298,482,201602
3455,8298,0,201603
3455,8298,1007,201604
3455,8298,648,201606
3455,8298,0,201607
3455,8298,640,201608
3455,8298,608,201610
3455,8298,476,201612
3461,7818,471,201602
3461,7818,634,201604
3461,7818,357,201606
3461,7818,227,201608
3461,7818,461,201610
3461,7818,233,201612
3476,5000,0,201601
3476,5000,1409,201602
3476,5000,1611,201604
3476,5000,1459,201606
3476,5000,0,201607
3476,5000,1477,201608
3476,5000,0,201609
3476,5000,1477,201610
3476,5000,579,201612
3487,5000,282,201602
3487,5000,277,201604
3487,5000,136,201606
3487,5000,114,201608
3487,5000,161,201610
3487,5000,134,201612
3494,150,0,201604
3501,150,4,201602
3501,150,0,201603
3501,150,3,201604
3501,150,0,201605
3501,150,2,201606
3501,150,2,201608
3501,150,0,201610
3501,150,0,201612
3515,1000,10,201602
3515,1000,17,201604
3515,1000,12,201606
3515,1000,8,201608
3515,1000,18,201610
3515,1000,11,201612
3527,1000,504,201602
3527,1000,483,201604
3527,1000,0,201605
3527,1000,463,201606
3527,1000,483,201608
3527,1000,501,201610
3527,1000,493,201612
3534,1000,239,201602
3534,1000,3,201604
3542,150,639,201602
3542,150,808,201604
3542,150,722,201606
3542,150,547,201608
3542,150,591,201610
3542,150,670,201612
3558,150,138,201602
3558,150,208,201604
3558,150,191,201606
3558,150,281,201608
3558,150,190,201610
3558,150,172,201612
3563,2000,273,201602
3563,2000,263,201604
3563,2000,249,201606
3563,2000,0,201607
3563,2000,128,201608
3563,2000,0,201609
3563,2000,256,201610
3563,2000,256,201612
3579,1000,143,201602
3579,1000,134,201604
3579,1000,0,201605
3579,1000,312,201606
3579,1000,150,201608
3579,1000,283,201610
3579,1000,159,201612
3580,150,582,201602
3580,150,364,201604
3580,150,703,201606
3580,150,0,201607
3580,150,323,201608
3580,150,0,201609
3580,150,661,201610
3580,150,653,201612
3596,150,107,201602
3596,150,0,201604
3596,150,0,201605
3596,150,232,201606
3596,150,407,201608
3596,150,0,201609
3596,150,536,201610
3596,150,115,201612
3618,150,126,201602
3618,150,0,201603
3618,150,169,201604
3618,150,180,201606
3618,150,0,201607
3618,150,146,201608
3618,150,122,201610
3618,150,96,201612
3620,2000,23,201602
3620,2000,61,201604
3620,2000,0,201605
3620,2000,38,201606
3620,2000,38,201608
3620,2000,38,201610
3620,2000,76,201612
3636,150,1055,201602
3636,150,581,201604
3636,150,0,201605
3636,150,1072,201606
3636,150,535,201608
3636,150,0,201609
3636,150,1083,201610
3636,150,1113,201612
3651,150,0,201602
3651,150,0,201604
3651,150,0,201606
3651,150,0,201608
3651,150,0,201610
3651,150,0,201612
3662,150,299,201602
3662,150,287,201604
3662,150,0,201605
3662,150,335,201606
3662,150,329,201608
3662,150,278,201610
3662,150,315,201612
3684,150,0,201601
3684,150,936,201602
3684,150,0,201603
3684,150,957,201604
3684,150,0,201605
3684,150,1038,201606
3684,150,0,201607
3684,150,1083,201608
3684,150,1047,201610
3684,150,992,201612
3699,150,476,201602
3699,150,507,201604
3699,150,599,201606
3699,150,436,201608
3699,150,478,201610
3699,150,474,201612
3709,150,433,201602
3709,150,471,201604
3709,150,541,201606
3709,150,255,201608
3709,150,484,201610
3709,150,471,201612
3710,5000,0,201601
3710,5000,106,201602
3710,5000,69,201604
3710,5000,4,201606
3710,5000,21,201608
3710,5000,93,201610
3710,5000,51,201612
3728,150,312,201602
3728,150,372,201604
3728,150,0,201605
3728,150,584,201606
3728,150,525,201608
3728,150,525,201610
3728,150,500,201612
3732,4760,493,201602
3732,4760,414,201604
3732,4760,0,201605
3732,4760,233,201606
3732,4760,564,201608
3732,4760,540,201610
3732,4760,498,201612
3744,1000,0,201602
3744,1000,0,201604
3744,1000,0,201606
3744,1000,0,201608
3766,250,326,201602
3766,250,420,201604
3766,250,427,201606
3766,250,157,201608
3766,250,410,201610
3766,250,146,201612
3771,2985,309,201602
3771,2985,524,201604
3771,2985,564,201606
3771,2985,300,201608
3771,2985,369,201610
3771,2985,807,201612
3785,5000,604,201601
3785,5000,327,201603
3785,5000,310,201605
3785,5000,0,201606
3785,5000,387,201607
3785,5000,327,201609
3785,5000,349,201611
3793,750,207,201602
3793,750,258,201604
3793,750,234,201606
3793,750,171,201608
3793,750,274,201610
3793,750,212,201612
3802,500,152,201602
3802,500,199,201604
3802,500,409,201606
3802,500,158,201608
3802,500,315,201610
3802,500,312,201612
3848,250,26,201602
3848,250,132,201604
3848,250,0,201605
3848,250,208,201606
3848,250,178,201608
3848,250,192,201610
3848,250,192,201612
3853,200,0,201602
3853,200,0,201604
3853,200,0,201606
3853,200,0,201608
3853,200,0,201610
3853,200,0,201611
3865,2933,241,201602
3865,2933,0,201603
3865,2933,593,201604
3865,2933,741,201606
3865,2933,353,201608
3865,2933,501,201610
3865,2933,741,201612
3886,360,544,201602
3886,360,0,201603
3886,360,588,201604
3886,360,0,201605
3886,360,647,201606
3886,360,0,201607
3886,360,634,201608
3886,360,615,201610
3886,360,616,201612
3897,600,10,201601
3897,600,0,201603
3897,600,0,201605
3897,600,0,201607
3897,600,0,201609
3897,600,0,201611
3900,900,192,201602
3900,900,188,201604
3900,900,0,201605
3900,900,187,201606
3900,900,199,201608
3900,900,385,201610
3900,900,357,201612
3916,1000,17,201601
3916,1000,19,201603
3916,1000,18,201605
3916,1000,0,201606
3916,1000,23,201607
3916,1000,43,201609
3916,1000,19,201611
3923,1000,195,201602
3923,1000,0,201603
3923,1000,231,201604
3923,1000,0,201605
3923,1000,241,201606
3923,1000,206,201608
3923,1000,202,201610
3923,1000,215,201612
3949,250,156,201602
3949,250,219,201604
3949,250,187,201606
3949,250,200,201608
3949,250,0,201609
3949,250,429,201610
3949,250,286,201612
3954,250,109,201602
3954,250,89,201604
3954,250,60,201606
3954,250,46,201608
3954,250,116,201610
3954,250,45,201612
3967,1953,427,201602
3967,1953,320,201604
3967,1953,293,201606
3967,1953,295,201608
3967,1953,238,201610
3967,1953,245,201612
3972,900,0,201601
3972,900,899,201602
3972,900,847,201604
3972,900,727,201606
3972,900,442,201608
3972,900,470,201610
3972,900,425,201612
3995,1000,90,201601
3995,1000,39,201603
3995,1000,33,201605
3995,1000,0,201606
3995,1000,35,201607
3995,1000,29,201609
3995,1000,60,201611
4009,250,480,201602
4009,250,0,201603
4009,250,530,201604
4009,250,0,201605
4009,250,558,201606
4009,250,0,201607
4009,250,518,201608
4009,250,0,201609
4009,250,596,201610
4009,250,0,201611
4009,250,646,201612
4010,450,195,201602
4010,450,298,201604
4010,450,0,201605
4010,450,543,201606
4010,450,243,201608
4010,450,458,201610
4010,450,0,201611
4010,450,487,201612
4028,1000,267,201602
4028,1000,523,201604
4028,1000,0,201605
4028,1000,469,201606
4028,1000,192,201608
4028,1000,203,201610
4028,1000,201,201612
4032,58773,7253,201601
4032,58773,6683,201602
4032,58773,7755,201603
4032,58773,15392,201604
4032,58773,16103,201605
4032,58773,15832,201606
4032,58773,13112,201607
4032,58773,18516,201608
4032,58773,14864,201609
4032,58773,14823,201610
4032,58773,13908,201611
4032,58773,6477,201612
4057,1000,141,201602
4057,1000,213,201604
4057,1000,0,201605
4057,1000,142,201606
4057,1000,141,201608
4057,1000,513,201610
4057,1000,636,201612
4066,390,91,201602
4066,390,202,201604
4066,390,303,201606
4066,390,192,201608
4066,390,406,201610
4066,390,263,201612
4071,1000,153,201602
4071,1000,82,201604
4071,1000,0,201605
4071,1000,164,201606
4071,1000,205,201608
4071,1000,95,201610
4071,1000,197,201612
4085,5000,1248,201602
4085,5000,0,201603
4085,5000,1349,201604
4085,5000,1358,201606
4085,5000,1310,201608
4085,5000,0,201609
4085,5000,1433,201610
4085,5000,0,201611
4085,5000,1441,201612
4093,600,366,201602
4093,600,385,201604
4093,600,480,201606
4093,600,452,201608
4093,600,0,201609
4093,600,465,201610
4093,600,448,201612
4107,600,0,201601
4107,600,446,201602
4107,600,252,201604
4107,600,260,201606
4107,600,0,201607
4107,600,185,201608
4107,600,8,201610
4107,600,0,201611
4107,600,9,201612
4114,600,477,201601
4114,600,511,201603
4114,600,549,201605
4114,600,0,201606
4114,600,526,201607
4114,600,495,201609
4114,600,517,201611
4121,900,0,201608
4146,600,373,201602
4146,600,408,201604
4146,600,381,201606
4146,600,293,201608
4146,600,368,201610
4146,600,340,201612
4169,4500,142,201602
4169,4500,144,201604
4169,4500,0,201605
4169,4500,205,201606
4169,4500,206,201608
4169,4500,256,201610
4169,4500,243,201612
4173,7675,521,201602
4173,7675,749,201604
4173,7675,0,201605
4173,7675,724,201606
4173,7675,518,201608
4173,7675,518,201610
4173,7675,524,201612
4188,1000,560,201602
4188,1000,0,201603
4188,1000,487,201604
4188,1000,466,201606
4188,1000,206,201608
4188,1000,0,201609
4188,1000,430,201610
4188,1000,392,201612
4192,34922,2355,201601
4192,34922,2021,201602
4192,34922,3733,201603
4192,34922,2511,201604
4192,34922,2282,201605
4192,34922,2450,201606
4192,34922,4050,201607
4192,34922,1447,201608
4192,34922,2016,201609
4192,34922,1918,201610
4192,34922,3604,201611
4192,34922,1696,201612
4201,600,132,201602
4201,600,149,201604
4201,600,154,201606
4201,600,0,201607
4201,600,155,201608
4201,600,114,201610
4201,600,118,201612
4215,1500,0,201608
4227,800,0,201602
4227,800,0,201604
4227,800,0,201606
4227,800,0,201608
4227,800,0,201610
4227,800,0,201612
4234,900,73,201602
4234,900,0,201604
4234,900,0,201606
4234,900,0,201608
4234,900,0,201610
4234,900,0,201612
4242,300,605,201602
4242,300,0,201603
4242,300,644,201604
4242,300,0,201605
4242,300,322,201606
4242,300,49,201608
4242,300,370,201610
4242,300,589,201612
4279,600,0,201601
4279,600,1028,201602
4279,600,544,201604
4279,600,414,201606
4279,600,289,201608
4279,600,297,201610
4279,600,303,201612
4280,600,297,201602
4280,600,350,201604
4280,600,313,201606
4280,600,302,201608
4280,600,348,201610
4280,600,341,201612
4296,900,268,201601
4296,900,0,201602
4296,900,299,201603
4296,900,365,201605
4296,900,329,201607
4296,900,299,201609
4296,900,316,201611
4304,950,97,201601
4304,950,145,201603
4304,950,192,201605
4304,950,103,201607
4304,950,233,201609
4304,950,257,201611
4319,620,0,201601
4319,620,499,201602
4319,620,345,201604
4319,620,239,201606
4319,620,459,201608
4319,620,0,201609
4319,620,470,201610
4319,620,0,201611
4319,620,518,201612
4331,1000,0,201602
4331,1000,0,201604
4331,1000,0,201606
4331,1000,0,201608
4331,1000,0,201610
4331,1000,0,201612
4347,300,96,201602
4347,300,122,201604
4347,300,105,201606
4347,300,86,201608
4347,300,98,201610
4347,300,157,201612
4360,900,0,201601
4360,900,166,201602
4360,900,115,201604
4360,900,80,201606
4360,900,78,201608
4360,900,229,201610
4360,900,286,201612
4375,600,611,201602
4375,600,0,201603
4375,600,643,201604
4375,600,0,201605
4375,600,637,201606
4375,600,0,201607
4375,600,534,201608
4375,600,466,201610
4375,600,478,201612
4383,1000,0,201608
4398,900,320,201602
4398,900,726,201604
4398,900,793,201606
4398,900,746,201608
4398,900,317,201610
4398,900,608,201612
4403,1200,505,201602
4403,1200,0,201603
4403,1200,538,201604
4403,1200,0,201605
4403,1200,560,201606
4403,1200,504,201608
4403,1200,544,201610
4403,1200,0,201611
4403,1200,666,201612
4418,1000,83,201602
4418,1000,67,201604
4418,1000,146,201606
4418,1000,152,201608
4418,1000,144,201610
4418,1000,65,201612
4420,4500,1198,201602
4420,4500,878,201604
4420,4500,818,201606
4420,4500,510,201608
4420,4500,664,201610
4420,4500,599,201612
4436,1000,144,201601
4436,1000,140,201603
4436,1000,170,201605
4436,1000,0,201606
4436,1000,144,201607
4436,1000,137,201609
4436,1000,159,201611
4445,900,0,201601
4445,900,638,201602
4445,900,688,201604
4445,900,688,201606
4445,900,344,201608
4445,900,0,201609
4445,900,654,201610
4445,900,0,201611
4445,900,574,201612
4462,1000,0,201608
4477,9000,641,201601
4477,9000,740,201603
4477,9000,952,201605
4477,9000,0,201606
4477,9000,771,201607
